athee (athiban (ATHEE) from directory H:\a1\SparkGamers\TheWar_source\TW_source\TW_source\TheWar.exe) from IP 157.50.75.102, computer ID ObbHjcVlrmNM4LSfuTLKGGBROuQ
Stainer (Moo Pa (KOMOOPA) from directory C:\Users\Moo Pa\Desktop\game\TheWar\TheWar.exe) from IP 69.160.30.100, computer ID C0/rnYMa6zT39dx+oy3F5L6Bvew
SuperWorior (MALIK FARHANKHALIL (DESKTOP-AC3HH2M) from directory D:\TheWar\TheWar\TheWar.exe) from IP 111.119.187.1, computer ID DlMUJCQKFE+QNWlLzdb1EIdTolI
mrido (mrido (DESKTOP-32-W) from directory C:\Users\mrido\Downloads\Compressed\TheWar\TheWar\TheWar.exe) from IP 120.188.64.139, computer ID RkEDIFGuDLRBSEmr+lDa33BVB/8
raani (dell (AKSHAT) from directory C:\Users\dell\Desktop\softevers\TheWar\TheWar.exe) from IP 27.56.250.62, computer ID 8oIsbi7qvpiTgCfFFzCXWKZzIb4
KashifAwan (kashif-awan (DESKTOP-0456J8G) from directory D:\folder kashif awan\Softwares\computer softwares\games\TheWar\TheWar\TheWar.exe) from IP 111.119.187.60, computer ID MUr7g0CT2291SfQoIE38bwfHXfZ
KashifAwan (kashif-awan (DESKTOP-0456J8G) from directory D:\folder kashif awan\Softwares\computer softwares\games\TheWar\TheWar\TheWar.exe) from IP 111.119.187.11, computer ID MUr7g0CT2291SfQoIE38bwfHXfZ
KingKiller (HP (UMERSIDIQ) from directory H:\softwares\games\TheWar\TheWar.exe) from IP 106.205.80.160, computer ID ZuSKg5H6YGr25MCoaFGjj4m2YAM
MoonShadow (Myat Ko Ko (MYATKOKO) from directory D:\Game series\TheWar\TheWar\TheWar.exe) from IP 65.18.120.110, computer ID ELm0z7zVxugyfTrEjMS31vNW5ic
superboy (zamee (DESKTOP-AOV6GQD) from directory D:\TheWar\TheWar.exe) from IP 119.160.100.76, computer ID x1JWqAT0L3n17XqyOwXxBC6ooRA
gurindersingh (LENOVO (DESKTOP-137TP43) from directory C:\Users\LENOVO\OneDrive\Desktop\games\TheWar\TheWar.exe) from IP 106.220.107.115, computer ID F8UAALx58uaqiG7CsXQyLBPsenE
tiger (mister zaib (DESKTOP-62DOR4L) from directory D:\games\TheWar\TheWar\TheWar.exe) from IP 180.178.156.214, computer ID fp3fnmM4mcEOfmq1lb1BYXrZYTg
superboy (zamee (DESKTOP-AOV6GQD) from directory D:\TheWar\TheWar.exe) from IP 119.160.101.71, computer ID x1JWqAT0L3n17XqyOwXxBC6ooRA
elijah (Alexander Elijah (DESKTOP-Q9HLKB2) from directory D:\audio games\TheWar\TheWar\TheWar.exe) from IP 69.160.29.196, computer ID /EB6OnrpTqwoHIoji3nVr56VFYI
elijah (Alexander Elijah (DESKTOP-Q9HLKB2) from directory D:\audio games\TheWar\TheWar\TheWar.exe) from IP 37.111.6.44, computer ID /EB6OnrpTqwoHIoji3nVr56VFYI
raza-al-pakistani (tawakkal (DESKTOP-6G7QQ8L) from directory E:\TheWar\TheWar.exe) from IP 111.88.194.213, computer ID UDFoF0Rk3wYvPheZHQui3iWdL7/
superboy (zamee (DESKTOP-AOV6GQD) from directory D:\TheWar\TheWar.exe) from IP 119.160.97.166, computer ID x1JWqAT0L3n17XqyOwXxBC6ooRA
Aamir_Shafique (Aamir Shafique (AAMIRSHAFIQUE) from directory D:\TheWar\TheWar.exe) from IP 119.160.102.31, computer ID EOP5g2K6Lw9Y/0sCbbczhv4eyxt
king001 (MohammadJawaid (DESKTOP-4IS7C89) from directory D:\different softwares\audio games\TheWar\TheWar.exe) from IP 68.49.53.198, computer ID t6RVwzBKfQBP6D4JcQm1Yo1MEDw
AnujSharma (ANUJ SHARMA JITWANTA (DESKTOP-523FC6S) from directory D:\Games\TheWar\TheWar.exe) from IP 169.149.233.75, computer ID SJ5pKZwgtUhERVYbp5f2xBsXOqU
radikesh (s.veerappan (DESKTOP-QFL1REN) from directory E:\TheWar\TheWar\TheWar.exe) from IP 157.51.174.21, computer ID Qg0yEu82hJRyJ/p3gUGIf9VIUWw
wild (Admin (DESKTOP-KMNS09Q) from directory C:\Users\Admin\Downloads\Compressed\TheWar\TheWar.exe) from IP 171.244.210.236, computer ID ZVpiAAhqWHcM4pGVCNYq5ZOUBWc
SilverBullet (dtd trung (LAPTOP-O8LFGOIM) from directory D:\game\TheWar\TheWar\TheWar.exe) from IP 116.97.38.208, computer ID UUGIx1AwLi2H+BeBGGBymw/+8+4
joker (mohamed ijaz (IJAZ) from directory E:\the war\TheWar\TheWar\TheWar.exe) from IP 157.51.147.30, computer ID 6Oq/2sZBCjoT0OZS+ax9H0a0Tqo
DHARESH (DHARESH (DESKTOP-7CBHMT9) from directory D:\New folder\TheWar\TheWar.exe) from IP 157.46.87.168, computer ID 8f+ipOkWUNthezFW7hRr4s1C2dW
samkarthik (Kesav (RATHA-KESHAV) from directory H:\Audio Games\The War\TheWar\TheWar\TheWar.exe) from IP 157.51.6.42, computer ID 8YVEO31rgufSroKxZiUf2j23HEg
Stainer (Moo Pa (KOMOOPA) from directory C:\Users\Moo Pa\Desktop\game\TheWar\TheWar.exe) from IP 69.160.25.154, computer ID C0/rnYMa6zT39dx+oy3F5L6Bvew
radikesh (Kesav (RATHA-KESHAV) from directory H:\Audio Games\The War\TheWar\TheWar\TheWar.exe) from IP 157.51.6.42, computer ID 8YVEO31rgufSroKxZiUf2j23HEg
Krishna (acer (ACER) from directory D:\softwares\TheWar\TheWar\TheWar.exe) from IP 157.49.247.51, computer ID kYniVLKKxKTo242WvYfeJfpg96f
athee (athiban (ATHEE) from directory H:\Games\TheWar\TheWar\TheWar.exe) from IP 157.51.163.208, computer ID ObbHjcVlrmNM4LSfuTLKGGBROuQ
wild (Admin (DESKTOP-KMNS09Q) from directory C:\Users\Admin\Downloads\Compressed\TheWar\TheWar.exe) from IP 14.179.157.150, computer ID ZVpiAAhqWHcM4pGVCNYq5ZOUBWc
tiger (mister zaib (DESKTOP-62DOR4L) from directory D:\games\TheWar\TheWar\TheWar.exe) from IP 182.189.220.114, computer ID fp3fnmM4mcEOfmq1lb1BYXrZYTg
athee (athiban (ATHEE) from directory H:\Games\TheWar\TheWar\TheWar.exe) from IP 157.51.102.84, computer ID ObbHjcVlrmNM4LSfuTLKGGBROuQ
ranjith (ssc (SS) from directory C:\Users\ssc\Downloads\TheWar\TheWar\TheWar.exe) from IP 157.49.214.79, computer ID kZ8NJSjYeFlq6gj0/OlXlwDeIDH
superboy (zamee (DESKTOP-AOV6GQD) from directory D:\TheWar\TheWar.exe) from IP 119.160.103.17, computer ID x1JWqAT0L3n17XqyOwXxBC6ooRA
AnujSharma (ANUJ SHARMA JITWANTA (DESKTOP-523FC6S) from directory D:\Games\TheWar\TheWar.exe) from IP 169.149.233.243, computer ID SJ5pKZwgtUhERVYbp5f2xBsXOqU
Krishna (acer (ACER) from directory D:\softwares\TheWar\TheWar\TheWar.exe) from IP 157.46.121.80, computer ID kYniVLKKxKTo242WvYfeJfpg96f
moinkhan (Lenovo (LAPTOP-QBF39BLU) from directory H:\Download\games\TheWar\TheWar\TheWar.exe) from IP 27.62.229.189, computer ID cpPBB0DN6hg7Q3XpJc264T12zPo
killer3000 (Prashant (PRASHANT) from directory C:\Users\Prashant\Downloads\TheWar\TheWar\TheWar.exe) from IP 223.189.130.83, computer ID AF0VetSM7wcdhorx8st51ndOQ9e
radikesh (s.veerappan (DESKTOP-QFL1REN) from directory E:\TheWar\TheWar\TheWar.exe) from IP 157.51.162.75, computer ID Qg0yEu82hJRyJ/p3gUGIf9VIUWw
samkarthik (s.veerappan (DESKTOP-QFL1REN) from directory E:\TheWar\TheWar\TheWar.exe) from IP 157.51.162.75, computer ID Qg0yEu82hJRyJ/p3gUGIf9VIUWw
tiger (mister zaib (DESKTOP-62DOR4L) from directory D:\games\TheWar\TheWar\TheWar.exe) from IP 182.190.200.5, computer ID fp3fnmM4mcEOfmq1lb1BYXrZYTg
anmolpreetsingh (Admin (DESKTOP-J91PLSH) from directory D:\softtwares\games\TheWar\TheWar.exe) from IP 157.39.222.141, computer ID KOqcbAEKQ+QzZGkFlNyVGa69f1s
samkarthik (s.veerappan (DESKTOP-QFL1REN) from directory E:\TheWar\TheWar\TheWar.exe) from IP 157.51.172.19, computer ID Qg0yEu82hJRyJ/p3gUGIf9VIUWw
Stainer (Moo Pa (KOMOOPA) from directory C:\Users\Moo Pa\Desktop\game\TheWar\TheWar.exe) from IP 69.160.29.179, computer ID C0/rnYMa6zT39dx+oy3F5L6Bvew
Sanjeev (acer (DESKTOP-P48P5F6) from directory D:\games\TheWar\TheWar\TheWar.exe) from IP 169.149.215.186, computer ID VgStU5g3GpmRiZ9paiBiPYGZiPc
Sylvia (Lookpla (LAPTOP-I35FA285) from directory C:\Users\Lookpla\Downloads\TheWar\TheWar\TheWar.exe) from IP 119.76.33.220, computer ID kNG+1YPILlsMMm1RX0d2wp/BE1I
raani (dell (AKSHAT) from directory C:\Users\dell\Desktop\softevers\TheWar\TheWar.exe) from IP 27.56.210.60, computer ID 8oIsbi7qvpiTgCfFFzCXWKZzIb4
killer3000 (Prashant (PRASHANT) from directory C:\Users\Prashant\Downloads\TheWar\TheWar\TheWar.exe) from IP 223.238.201.134, computer ID AF0VetSM7wcdhorx8st51ndOQ9e
mrido (mrido (DESKTOP-32-W) from directory C:\Users\mrido\Downloads\Compressed\TheWar\TheWar\TheWar.exe) from IP 120.188.64.210, computer ID RkEDIFGuDLRBSEmr+lDa33BVB/8
AnujSharma (ANUJ SHARMA JITWANTA (DESKTOP-523FC6S) from directory D:\Games\TheWar\TheWar.exe) from IP 169.149.255.73, computer ID SJ5pKZwgtUhERVYbp5f2xBsXOqU
KingKiller (HP (UMERSIDIQ) from directory H:\softwares\games\TheWar\TheWar.exe) from IP 106.205.66.76, computer ID ZuSKg5H6YGr25MCoaFGjj4m2YAM
athee (athiban (ATHEE) from directory H:\Games\TheWar\TheWar\TheWar.exe) from IP 157.51.96.220, computer ID ObbHjcVlrmNM4LSfuTLKGGBROuQ
KingKiller (HP (UMERSIDIQ) from directory H:\softwares\games\TheWar\TheWar.exe) from IP 106.205.97.220, computer ID ZuSKg5H6YGr25MCoaFGjj4m2YAM
superboy (zamee (DESKTOP-AOV6GQD) from directory D:\TheWar\TheWar.exe) from IP 119.160.97.131, computer ID x1JWqAT0L3n17XqyOwXxBC6ooRA
KingKiller (HP (UMERSIDIQ) from directory H:\softwares\games\TheWar\TheWar.exe) from IP 106.205.64.52, computer ID ZuSKg5H6YGr25MCoaFGjj4m2YAM
MisterMirza (pak (DESKTOP-O0KESEK) from directory C:\Users\pak\Documents\TheWar\TheWar.exe) from IP 119.160.98.28, computer ID oGasf+XxxWqbs3dEPL6xzzXI4HA
SuperWorior (MALIK FARHANKHALIL (DESKTOP-AC3HH2M) from directory D:\TheWar\TheWar\TheWar.exe) from IP 111.119.187.34, computer ID DlMUJCQKFE+QNWlLzdb1EIdTolI
superboy (zamee (DESKTOP-AOV6GQD) from directory D:\TheWar\TheWar.exe) from IP 119.160.103.61, computer ID x1JWqAT0L3n17XqyOwXxBC6ooRA
MoonShadow (Myat Ko Ko (MYATKOKO) from directory D:\Game series\TheWar\TheWar\TheWar.exe) from IP 65.18.121.178, computer ID ELm0z7zVxugyfTrEjMS31vNW5ic
Stainer (Moo Pa (KOMOOPA) from directory C:\Users\Moo Pa\Desktop\game\TheWar\TheWar.exe) from IP 69.160.25.50, computer ID C0/rnYMa6zT39dx+oy3F5L6Bvew
superboy (zamee (DESKTOP-AOV6GQD) from directory D:\TheWar\TheWar.exe) from IP 119.160.96.185, computer ID x1JWqAT0L3n17XqyOwXxBC6ooRA
moinkhan (Lenovo (LAPTOP-QBF39BLU) from directory H:\Download\games\TheWar\TheWar\TheWar.exe) from IP 27.62.232.229, computer ID cpPBB0DN6hg7Q3XpJc264T12zPo
AnujSharma (ANUJ SHARMA JITWANTA (DESKTOP-523FC6S) from directory D:\Games\TheWar\TheWar.exe) from IP 169.149.225.119, computer ID SJ5pKZwgtUhERVYbp5f2xBsXOqU
elijah (Alexander Elijah (DESKTOP-Q9HLKB2) from directory D:\audio games\TheWar\TheWar\TheWar.exe) from IP 37.111.4.219, computer ID /EB6OnrpTqwoHIoji3nVr56VFYI
Gurindersingh (LENOVO (DESKTOP-137TP43) from directory C:\Users\LENOVO\OneDrive\Desktop\games\TheWar\TheWar.exe) from IP 106.220.107.115, computer ID F8UAALx58uaqiG7CsXQyLBPsenE
Flammia (ADMIN (OKSANA-PK) from directory D:\TheWar\TheWar.exe) from IP 85.192.189.175, computer ID gl9R4OTRK297236oQgyHEsOIU4f
joker (mohamed ijaz (IJAZ) from directory E:\the war\TheWar\TheWar\TheWar.exe) from IP 157.46.105.101, computer ID 6Oq/2sZBCjoT0OZS+ax9H0a0Tqo
tiger (mister zaib (DESKTOP-62DOR4L) from directory D:\games\TheWar\TheWar\TheWar.exe) from IP 182.189.206.184, computer ID fp3fnmM4mcEOfmq1lb1BYXrZYTg
Krishna (acer (ACER) from directory D:\softwares\TheWar\TheWar\TheWar.exe) from IP 157.49.249.168, computer ID kYniVLKKxKTo242WvYfeJfpg96f
radikesh (Kesav (RATHA-KESHAV) from directory H:\Audio Games\The War\TheWar\TheWar\TheWar.exe) from IP 157.51.161.205, computer ID 8YVEO31rgufSroKxZiUf2j23HEg
superboy (zamee (DESKTOP-AOV6GQD) from directory D:\TheWar\TheWar.exe) from IP 111.119.187.22, computer ID x1JWqAT0L3n17XqyOwXxBC6ooRA
superboy (zamee (DESKTOP-AOV6GQD) from directory D:\TheWar\TheWar.exe) from IP 111.119.187.41, computer ID x1JWqAT0L3n17XqyOwXxBC6ooRA
mrido (mrido (DESKTOP-32-W) from directory C:\Users\mrido\Downloads\Compressed\TheWar\TheWar\TheWar.exe) from IP 120.188.95.164, computer ID RkEDIFGuDLRBSEmr+lDa33BVB/8
athee (athiban (ATHEE) from directory H:\Games\TheWar\TheWar\TheWar.exe) from IP 157.51.109.207, computer ID ObbHjcVlrmNM4LSfuTLKGGBROuQ
superboy (zamee (DESKTOP-AOV6GQD) from directory D:\TheWar\TheWar.exe) from IP 111.119.187.24, computer ID x1JWqAT0L3n17XqyOwXxBC6ooRA
ranjith (ssc (SS) from directory C:\Users\ssc\Downloads\TheWar\TheWar\TheWar.exe) from IP 157.51.5.158, computer ID kZ8NJSjYeFlq6gj0/OlXlwDeIDH
superboy (zamee (DESKTOP-AOV6GQD) from directory D:\TheWar\TheWar.exe) from IP 119.160.102.153, computer ID x1JWqAT0L3n17XqyOwXxBC6ooRA
smartsudalai (ELCOT (HP) from directory D:\games\TheWar\TheWar\TheWar.exe) from IP 157.49.227.98, computer ID ObbHjcVlrmNM4LSfuTLKGGBROuQ
superboy (zamee (DESKTOP-AOV6GQD) from directory D:\TheWar\TheWar.exe) from IP 111.119.187.50, computer ID x1JWqAT0L3n17XqyOwXxBC6ooRA
akshat (dell (AKSHAT) from directory C:\Users\dell\Desktop\softevers\TheWar\TheWar.exe) from IP 27.62.236.34, computer ID 8oIsbi7qvpiTgCfFFzCXWKZzIb4
lovepreet (rj (DESKTOP-J24LO1Q) from directory C:\Users\rj\Desktop\softweres\TheWar\TheWar.exe) from IP 132.154.134.118, computer ID wq9E98aFWc4xRO7QMoMWZOdmHah
AnujSharma (ANUJ SHARMA JITWANTA (DESKTOP-523FC6S) from directory D:\Games\TheWar\TheWar.exe) from IP 169.149.253.235, computer ID SJ5pKZwgtUhERVYbp5f2xBsXOqU
akshat (dell (AKSHAT) from directory C:\Users\dell\Desktop\softevers\TheWar\TheWar.exe) from IP 27.62.246.199, computer ID 8oIsbi7qvpiTgCfFFzCXWKZzIb4
anmolpreetsingh (Admin (DESKTOP-J91PLSH) from directory D:\softtwares\games\TheWar\TheWar.exe) from IP 157.39.115.140, computer ID KOqcbAEKQ+QzZGkFlNyVGa69f1s
superboy (zamee (DESKTOP-AOV6GQD) from directory D:\TheWar\TheWar.exe) from IP 111.119.187.56, computer ID x1JWqAT0L3n17XqyOwXxBC6ooRA
killer3000 (Prashant (PRASHANT) from directory C:\Users\Prashant\Downloads\TheWar\TheWar\TheWar.exe) from IP 157.37.184.80, computer ID AF0VetSM7wcdhorx8st51ndOQ9e
teja2020 (DELL (DESKTOP-I5K7N8S) from directory C:\Users\DELL\Desktop\TheWar\TheWar.exe) from IP 106.208.76.246, computer ID upepHNV1w7Wa1TyizOg4EhFJGy8
tiger (mister zaib (DESKTOP-62DOR4L) from directory D:\games\TheWar\TheWar\TheWar.exe) from IP 182.189.114.49, computer ID fp3fnmM4mcEOfmq1lb1BYXrZYTg
AnujSharma (ANUJ SHARMA JITWANTA (DESKTOP-523FC6S) from directory D:\Games\TheWar\TheWar.exe) from IP 169.149.218.98, computer ID SJ5pKZwgtUhERVYbp5f2xBsXOqU
KtGame (CH (KTGAME) from directory D:\TheWar\TheWar\TheWar.exe) from IP 14.162.10.179, computer ID 87l3p5TGuzY2FLCcQReAe1O8kd7
krish (R.K (DESKTOP-MGA8R0R) from directory E:\New folder (3)\TheWar\TheWar\TheWar.exe) from IP 157.36.100.254, computer ID P9WgJu/UEpu7d3RusBQsKLfYkyU
joker (mohamed ijaz (IJAZ) from directory E:\the war\TheWar\TheWar\TheWar.exe) from IP 157.46.70.77, computer ID 6Oq/2sZBCjoT0OZS+ax9H0a0Tqo
superboy (zamee (DESKTOP-AOV6GQD) from directory D:\TheWar\TheWar.exe) from IP 111.119.187.9, computer ID x1JWqAT0L3n17XqyOwXxBC6ooRA
Stainer (Moo Pa (KOMOOPA) from directory C:\Users\Moo Pa\Desktop\game\TheWar\TheWar.exe) from IP 69.160.26.245, computer ID C0/rnYMa6zT39dx+oy3F5L6Bvew
Krishna (acer (ACER) from directory D:\softwares\TheWar\TheWar\TheWar.exe) from IP 157.46.110.115, computer ID kYniVLKKxKTo242WvYfeJfpg96f
superboy (zamee (DESKTOP-AOV6GQD) from directory D:\TheWar\TheWar.exe) from IP 111.119.187.7, computer ID x1JWqAT0L3n17XqyOwXxBC6ooRA
superkaur (hp (DESKTOP-55ADKC2) from directory C:\Users\hp\Desktop\bani\TheWar\TheWar.exe) from IP 103.41.38.73, computer ID aYV3cRHqAivjmRKSm9uSS0V+LH4
AnujSharma (ANUJ SHARMA JITWANTA (DESKTOP-523FC6S) from directory D:\Games\TheWar\TheWar.exe) from IP 169.149.245.239, computer ID SJ5pKZwgtUhERVYbp5f2xBsXOqU
superboy (zamee (DESKTOP-AOV6GQD) from directory D:\TheWar\TheWar.exe) from IP 111.119.187.42, computer ID x1JWqAT0L3n17XqyOwXxBC6ooRA
killer3000 (Prashant (PRASHANT) from directory C:\Users\Prashant\Downloads\TheWar\TheWar\TheWar.exe) from IP 157.37.181.68, computer ID AF0VetSM7wcdhorx8st51ndOQ9e
superboy (zamee (DESKTOP-AOV6GQD) from directory D:\TheWar\TheWar.exe) from IP 111.119.187.21, computer ID x1JWqAT0L3n17XqyOwXxBC6ooRA
superboy (zamee (DESKTOP-AOV6GQD) from directory D:\TheWar\TheWar.exe) from IP 111.119.187.18, computer ID x1JWqAT0L3n17XqyOwXxBC6ooRA
razvan (Razvan (DESKTOP-7L12N8T) from directory C:\Users\Razvan\AppData\Local\Temp\Rar$EXa11192.46829\TheWar\TheWar.exe) from IP 83.103.231.111, computer ID yXdX0yAVfsa8516ro/Ad54ZEe38
enes (Exper (DESKTOP-LO592CF) from directory C:\Users\Exper\Dropbox\My PC (DESKTOP-LO592CF)\Downloads\TheWar\TheWar\TheWar.exe) from IP 31.206.109.199, computer ID A0yXNblw57IuTZIPAqm/uCr6R9i
superboy (zamee (DESKTOP-AOV6GQD) from directory D:\TheWar\TheWar.exe) from IP 111.119.187.19, computer ID x1JWqAT0L3n17XqyOwXxBC6ooRA
razvan (Razvan (DESKTOP-7L12N8T) from directory C:\Users\Razvan\AppData\Local\Temp\Rar$EXa11868.36273\TheWar\TheWar.exe) from IP 83.103.231.111, computer ID yXdX0yAVfsa8516ro/Ad54ZEe38
superboy (zamee (DESKTOP-AOV6GQD) from directory D:\TheWar\TheWar.exe) from IP 111.119.187.15, computer ID x1JWqAT0L3n17XqyOwXxBC6ooRA
razvan (Razvan (DESKTOP-7L12N8T) from directory C:\Users\Razvan\AppData\Local\Temp\Rar$EXa3864.34189\TheWar\TheWar.exe) from IP 83.103.231.111, computer ID yXdX0yAVfsa8516ro/Ad54ZEe38
anmolpreetsingh (Admin (DESKTOP-J91PLSH) from directory D:\softtwares\games\TheWar\TheWar.exe) from IP 157.39.102.227, computer ID KOqcbAEKQ+QzZGkFlNyVGa69f1s
AnujSharma (ANUJ SHARMA JITWANTA (DESKTOP-523FC6S) from directory D:\Games\TheWar\TheWar.exe) from IP 169.149.198.33, computer ID SJ5pKZwgtUhERVYbp5f2xBsXOqU
akshat (dell (AKSHAT) from directory C:\Users\dell\Desktop\softevers\TheWar\TheWar.exe) from IP 27.56.236.247, computer ID 8oIsbi7qvpiTgCfFFzCXWKZzIb4
athee (athiban (ATHEE) from directory H:\Games\TheWar\TheWar\TheWar.exe) from IP 157.51.101.154, computer ID ObbHjcVlrmNM4LSfuTLKGGBROuQ
athee (athiban (ATHEE) from directory H:\a1\SparkGamers\TheWar_source\TW_source\TW_source\TheWar.bgt) from IP 157.51.101.154, computer ID ObbHjcVlrmNM4LSfuTLKGGBROuQ
komutan (user (DESKTOP-361L2V5) from directory C:\Users\user\Dropbox\My PC (DESKTOP-361L2V5)\Downloads\TheWar\TheWar\TheWar.exe) from IP 78.182.142.167, computer ID 831aUmxOZb5an3fSbfZBDlt2Xe9
KingKiller (HP (UMERSIDIQ) from directory H:\softwares\games\TheWar\TheWar.exe) from IP 106.205.79.138, computer ID ZuSKg5H6YGr25MCoaFGjj4m2YAM
radikesh (Kesav (RATHA-KESHAV) from directory H:\Audio Games\The War\TheWar\TheWar\TheWar.exe) from IP 157.49.219.244, computer ID 8YVEO31rgufSroKxZiUf2j23HEg
SuperWorior (MALIK FARHANKHALIL (DESKTOP-AC3HH2M) from directory D:\TheWar\TheWar\TheWar.exe) from IP 111.119.187.32, computer ID DlMUJCQKFE+QNWlLzdb1EIdTolI
KingKiller (HP (UMERSIDIQ) from directory H:\softwares\games\TheWar\TheWar.exe) from IP 106.205.106.186, computer ID ZuSKg5H6YGr25MCoaFGjj4m2YAM
KingKiller (HP (UMERSIDIQ) from directory H:\softwares\games\TheWar\TheWar.exe) from IP 110.225.69.48, computer ID ZuSKg5H6YGr25MCoaFGjj4m2YAM
MoonShadow (Myat Ko Ko (MYATKOKO) from directory D:\Game series\TheWar\TheWar\TheWar.exe) from IP 65.18.120.211, computer ID ELm0z7zVxugyfTrEjMS31vNW5ic
superboy (zamee (DESKTOP-AOV6GQD) from directory D:\TheWar\TheWar.exe) from IP 111.119.187.20, computer ID x1JWqAT0L3n17XqyOwXxBC6ooRA
superboy (zamee (DESKTOP-AOV6GQD) from directory D:\TheWar\TheWar.exe) from IP 111.119.187.36, computer ID x1JWqAT0L3n17XqyOwXxBC6ooRA
AnujSharma (ANUJ SHARMA JITWANTA (DESKTOP-523FC6S) from directory D:\Games\TheWar\TheWar.exe) from IP 169.149.205.47, computer ID SJ5pKZwgtUhERVYbp5f2xBsXOqU
tiger (mister zaib (DESKTOP-62DOR4L) from directory D:\games\TheWar\TheWar\TheWar.exe) from IP 118.103.232.7, computer ID fp3fnmM4mcEOfmq1lb1BYXrZYTg
Stainer (Moo Pa (KOMOOPA) from directory C:\Users\Moo Pa\Desktop\game\TheWar\TheWar.exe) from IP 69.160.29.242, computer ID C0/rnYMa6zT39dx+oy3F5L6Bvew
joker (mohamed ijaz (IJAZ) from directory E:\the war\TheWar\TheWar\TheWar.exe) from IP 157.49.247.110, computer ID 6Oq/2sZBCjoT0OZS+ax9H0a0Tqo
maazbokhari (Bukhari (DESKTOP-FKEQ1MP) from directory C:\Users\Bukhari\Downloads\TheWar\TheWar.exe) from IP 103.217.177.175, computer ID C4qXaWHmAo5Bvuv/KC9u1pFtnMc
superboy (zamee (DESKTOP-AOV6GQD) from directory D:\TheWar\TheWar.exe) from IP 119.160.102.155, computer ID x1JWqAT0L3n17XqyOwXxBC6ooRA
athee (athiban (ATHEE) from directory H:\Games\TheWar\TheWar\TheWar.exe) from IP 157.51.115.34, computer ID ObbHjcVlrmNM4LSfuTLKGGBROuQ
krish (R.K (DESKTOP-MGA8R0R) from directory E:\New folder (3)\TheWar\TheWar\TheWar.exe) from IP 157.36.50.185, computer ID P9WgJu/UEpu7d3RusBQsKLfYkyU
lovepreet (rj (DESKTOP-J24LO1Q) from directory C:\Users\rj\Desktop\softweres\TheWar\TheWar.exe) from IP 117.214.226.1, computer ID wq9E98aFWc4xRO7QMoMWZOdmHah
anmolpreetsingh (Admin (DESKTOP-J91PLSH) from directory D:\softtwares\games\TheWar\TheWar.exe) from IP 157.39.114.170, computer ID KOqcbAEKQ+QzZGkFlNyVGa69f1s
ranjith (ssc (SS) from directory C:\Users\ssc\Downloads\TheWar\TheWar\TheWar.exe) from IP 157.51.10.168, computer ID kZ8NJSjYeFlq6gj0/OlXlwDeIDH
AnujSharma (ANUJ SHARMA JITWANTA (DESKTOP-523FC6S) from directory D:\Games\TheWar\TheWar.exe) from IP 169.149.195.101, computer ID SJ5pKZwgtUhERVYbp5f2xBsXOqU
KashifAwan (kashif-awan (DESKTOP-0456J8G) from directory D:\folder kashif awan\Softwares\computer softwares\games\TheWar\TheWar\TheWar.exe) from IP 111.119.187.52, computer ID MUr7g0CT2291SfQoIE38bwfHXfZ
Krishna (acer (ACER) from directory D:\softwares\TheWar\TheWar\TheWar.exe) from IP 157.51.111.94, computer ID kYniVLKKxKTo242WvYfeJfpg96f
samkarthik (s.veerappan (DESKTOP-QFL1REN) from directory E:\TheWar\TheWar\TheWar.exe) from IP 157.51.122.73, computer ID Qg0yEu82hJRyJ/p3gUGIf9VIUWw
lovepreet (rj (DESKTOP-J24LO1Q) from directory C:\Users\rj\Desktop\softweres\TheWar\TheWar.exe) from IP 117.203.133.23, computer ID wq9E98aFWc4xRO7QMoMWZOdmHah
Brigadier (Aman KUmar (DESKTOP-8KGVH5D) from directory G:\TheWar\TheWar.exe) from IP 169.149.195.101, computer ID oBdxXJQ86YwPZ4SM6rLDsq3qbXg
Brigadier (LENOVO (DESKTOP-137TP43) from directory C:\Users\LENOVO\OneDrive\Desktop\games\TheWar\TheWar.exe) from IP 106.220.107.115, computer ID F8UAALx58uaqiG7CsXQyLBPsenE
teja2020 (DELL (DESKTOP-I5K7N8S) from directory C:\Users\DELL\Desktop\TheWar\TheWar.exe) from IP 106.208.77.6, computer ID upepHNV1w7Wa1TyizOg4EhFJGy8
moinkhan (Lenovo (LAPTOP-QBF39BLU) from directory H:\Download\games\TheWar\TheWar\TheWar.exe) from IP 27.56.224.42, computer ID cpPBB0DN6hg7Q3XpJc264T12zPo
anmolpreetsingh (Admin (DESKTOP-J91PLSH) from directory D:\softtwares\games\TheWar\TheWar.exe) from IP 157.39.117.233, computer ID KOqcbAEKQ+QzZGkFlNyVGa69f1s
SuperWorior (MALIK FARHANKHALIL (DESKTOP-AC3HH2M) from directory D:\TheWar\TheWar\TheWar.exe) from IP 111.119.187.13, computer ID DlMUJCQKFE+QNWlLzdb1EIdTolI
Sylvia (Lookpla (LAPTOP-I35FA285) from directory C:\Users\Lookpla\Downloads\TheWar\TheWar\TheWar.exe) from IP 119.76.33.228, computer ID kNG+1YPILlsMMm1RX0d2wp/BE1I
superboy (zamee (DESKTOP-AOV6GQD) from directory D:\TheWar\TheWar.exe) from IP 119.160.97.217, computer ID x1JWqAT0L3n17XqyOwXxBC6ooRA
